列车类型	车次	始发站	终到站	到站时间	发车时间
直达特快	过Z3	北京西	重庆北	4:14	4:34
快速	过K976	哈尔滨西	襄阳	4:04	4:37
直达特快	过Z95	北京西	重庆西	4:32	4:52
快速	终K1066	威海	汉口	5:09	-
动车组	始D2198	汉口	宁波	-	6:45
高速动车	始G520	汉口	北京西	-	7:00
动车组	始D5975	汉口	宜昌东	-	7:08
动车组	始D627	汉口	重庆北	-	7:31
动车组	终D7042	云梦东	汉口	7:52	-
高速动车	始G6831	汉口	十堰东	-	8:00
动车组	过D366	武汉	成都东	7:53	8:00
动车组	始D3016	汉口	上海虹桥	-	8:00
动车组	始D3262	汉口	福州	-	8:09
动车组	始D7043	汉口	云梦东	-	8:12
动车组	始D2251	汉口	重庆北	-	8:16
高速动车	始G6817	汉口	十堰东	-	8:30
动车组	始D3012	汉口	上海虹桥	-	8:30
快速	过K253	上海南	荆门	8:07	8:31
动车组	过D2276	武汉	重庆北	8:28	8:39
高速动车	终G6872	襄阳东	汉口	8:42	-
动车组	过D5808	宜昌东	武汉	8:31	8:44
动车组	过D5814	武汉	利川	8:33	8:47
高速动车	终G6868	襄阳东	汉口	8:55	-
高速动车	过G1174	襄阳东	广州南	8:37	8:58
高速动车	始G6813	汉口	十堰东	-	9:03
动车组	始D5949	汉口	宜昌东	-	9:03
特快	终T155	广州东	汉口	9:04	-
动车组	过D3008	宜昌东	上海虹桥	8:57	9:06
动车组	始D3398	汉口	杭州东	-	9:12
动车组	过D5882	黄冈东	利川	9:09	9:14
动车组	终D7056	云梦东	汉口	9:19	-
高速动车	过G512	枣阳	北京西	9:01	9:21
动车组	过D618	武汉	成都东	9:15	9:23
高速动车	始G6815	汉口	十堰东	-	9:26
动车组	始D629	汉口	重庆北	-	9:32
动车组	始D2190	汉口	杭州	-	9:36
高速动车	终G6882	襄阳东	汉口	9:38	-
动车组	始D7057	汉口	云梦东	-	9:41
动车组	过D5866	阳新	恩施	9:40	9:47
高速动车	过G1038	宜昌东	深圳北	9:43	9:53
高速动车	始G6819	汉口	十堰东	-	9:54
动车组	过D5806	武汉	宜昌东	9:51	9:58
动车组	过D3044	武昌	上海虹桥	10:00	10:05
动车组	始D3286	汉口	梅州西	-	10:12
动车组	终D7044	云梦东	汉口	10:16	-
高速动车	过G1770	襄阳东	上海虹桥	9:53	10:19
动车组	过D2373	南京南	成都东	10:14	10:19
高速动车	终G6818	十堰东	汉口	10:27	-
动车组	始D3158	汉口	南通	-	10:29
动车组	始D7045	汉口	云梦东	-	10:34
动车组	始D2259	汉口	成都东	-	10:36
快速	终K8102	荆门	汉口	10:43	-
动车组	过D5888	宜昌东	黄冈东	10:36	10:44
高速动车	过G556	宜昌东	北京西	10:31	10:45
直达特快	终Z294	乌鲁木齐	汉口	10:53	-
高速动车	过G1034	宜昌东	深圳北	10:47	10:54
高速动车	始G6807	汉口	十堰东	-	10:55
高速动车	过G2031	郑州东	恩施	10:52	10:58
动车组	过D2194	宜昌东	杭州	10:53	11:09
特快	终T184	哈尔滨	汉口	11:18	-
快速	始K1068	汉口	威海	-	11:25
高速动车	终G3203	郑州东	汉口	11:25	-
动车组	过D352	上海虹桥	成都东	11:24	11:29
高速动车	过G1316	广州南	宜昌东	11:32	11:38
动车组	过D2254	宜兴	成都东	11:30	11:43
高速动车	终G598	上海虹桥	汉口	11:44	-
高速动车	始G3201	汉口	郑州东	-	11:45
高速动车	过G1148	宜昌东	广州南	11:40	11:53
动车组	终D7058	云梦东	汉口	11:53	-
动车组	过D636	上海虹桥	成都东	11:56	12:00
动车组	过D2236	南昌	成都东	11:56	12:06
动车组	过D3084	宜昌东	南京南	11:55	12:07
动车组	始D7059	汉口	云梦东	-	12:09
高速动车	始G592	汉口	温州南	-	12:12
动车组	过D2206	上海虹桥	成都东	12:10	12:16
动车组	过D2378	重庆北	厦门	12:06	12:19
高速动车	终G507	北京西	汉口	12:20	-
动车组	终D5952	利川	汉口	12:21	-
高速动车	过G3230	上海虹桥	十堰东	12:02	12:22
动车组	过D3048	武昌	上海虹桥	12:18	12:23
动车组	终D7046	云梦东	汉口	12:29	-
动车组	过D5834	宜昌东	武汉	12:27	12:31
动车组	始D3272	汉口	厦门北	-	12:37
高速动车	终G6880	襄阳东	汉口	12:38	-
动车组	过D3072	上海南	重庆北	12:15	12:43
高速动车	始G518	汉口	北京西	-	12:45
动车组	始D7047	汉口	云梦东	-	12:46
动车组	过D2222	杭州东	成都东	12:43	12:52
动车组	过D952	上海	成都东	12:54	12:59
高速动车	始G6823	汉口	十堰东	-	13:00
高速动车	过G1312	深圳北	重庆北	12:46	13:04
动车组	过D3074	重庆北	上海南	12:57	13:05
高速动车	终G6832	十堰东	汉口	13:13	-
高速动车	过G316	重庆北	青岛	13:06	13:13
动车组	过D2242	福州	成都东	12:59	13:14
动车组	过D2212	嘉兴南	重庆北	13:13	13:26
高速动车	终G6808	十堰东	汉口	13:29	-
动车组	过D656	宁波	重庆北	13:23	13:35
高速动车	始G6893	汉口	襄阳东	-	13:38
动车组	过D658	重庆北	宁波	13:37	13:42
动车组	终D3152	南通	汉口	13:43	-
动车组	终D7060	云梦东	汉口	13:53	-
动车组	终D5950	宜昌东	汉口	13:54	-
动车组	过D2214	重庆北	上海虹桥	13:47	13:56
高速动车	过G309	北京西	重庆北	13:49	13:58
高速动车	始G6827	汉口	十堰东	-	14:00
动车组	过D2262	杭州东	成都东	13:55	14:06
动车组	始D7061	汉口	云梦东	-	14:15
动车组	始D5951	汉口	利川	-	14:16
高速动车	终G6814	十堰东	汉口	14:17	-
动车组	终D5962	宜昌东	汉口	14:18	-
动车组	始D3066	汉口	上海虹桥	-	14:26
动车组	过D2270	重庆北	南通	14:06	14:34
动车组	终D7048	云梦东	汉口	14:35	-
动车组	过D2268	南通	重庆北	14:32	14:37
高速动车	始G6873	汉口	襄阳东	-	14:42
高速动车	过G1314	重庆北	深圳北	14:33	14:42
动车组	过D2234	重庆北	厦门北	14:24	14:48
