列车类型	车次	始发站	终到站	到站时间	发车时间
快速	过K9262	怀化	深圳西	3:36	3:56
快速	过K9211	长沙	汕头	3:49	4:10
快速	过K435	武昌	惠州	3:55	4:16
快速	过K9277	益阳	深圳西	4:17	4:37
快速	过K835	重庆西	深圳西	4:39	4:49
直达特快	过Z384	长春	三亚	4:37	4:57
快速	终K358	重庆西	广州	5:00	-
特快	终T169	上海南	广州	5:07	-
快速	过K9128	永州	深圳西	4:52	5:12
特快	终T369	大连	广州	5:15	-
快速	过K230	厦门北	昆明	5:09	5:29
特快	终T8301	张家界西	广州	5:33	-
快速	过K9286	娄底	深圳西	5:21	5:41
快速	过K1234	湛江	深圳东	5:48	6:08
快速	终K9231	岳阳	广州	6:16	-
城际动车	始C7055	广州	深圳	-	6:20
快速	过K9293	炎陵	深圳西	6:00	6:32
城际动车	始C7065	广州	深圳	-	6:38
特快	过T95	武昌	深圳	6:22	6:44
城际动车	始C7091	广州	深圳	-	7:03
快速	过K9263	铜仁	深圳西	6:49	7:09
城际动车	始C6891	广州	肇庆	-	7:13
快速	过K9217	长沙	深圳	7:05	7:15
快速	始K9170	广州	坪石	-	7:20
动车组	始D1849	广州	广元	-	7:23
快速	过K950	金城江	深圳	7:11	7:27
快速	终K87	景德镇北	广州	7:35	-
直达特快	过Z112	海口	哈尔滨西	7:11	7:36
快速	始K9249	广州	信宜	-	7:36
快速	过K687	重庆北	汕头	7:20	7:40
城际动车	终C7142	深圳	广州	7:59	-
城际动车	终C6878	肇庆	广州	8:10	-
快速	过K512	海口	上海南	7:51	8:11
城际动车	始C7143	广州	深圳	-	8:14
直达特快	始Z138	广州	乌鲁木齐	-	8:18
快速	始K528	广州	南京	-	8:25
快速	过K9205	张家界西	深圳东	8:13	8:26
城际动车	终C7170	深圳	广州	8:30	-
城际动车	始C6879	广州	肇庆	-	8:30
特快	过T8376	广州东	南雄	8:24	8:34
快速	过K9275	常德	深圳	8:25	8:38
直达特快	过Z202	三亚	北京西	8:20	8:40
快速	终K366	昆明	广州	8:44	-
城际动车	始C7171	广州	深圳	-	8:45
快速	终K1006	周口	广州	8:51	-
快速	始K1096	广州	巴中	-	8:53
动车组	过D7104	深圳	佛山西	8:47	8:55
直达特快	终Z189	郑州	广州	9:08	-
快速	始K326	广州	温州	-	9:16
动车组	过D7554	深圳	怀集	9:12	9:19
快速	始K356	广州	重庆西	-	9:23
直达特快	终Z35	北京西	广州	9:29	-
动车组	始D1853	广州	绵阳	-	9:41
快速	始K365	广州	昆明	-	9:48
快速	终K194	成都	广州	9:56	-
动车组	始D3719	广州	北海	-	9:56
快速	始K770	广州	汉中	-	10:00
快速	过K1348	深圳	西安	9:52	10:07
城际动车	终C6892	肇庆	广州	10:18	-
动车组	过D7103	佛山西	深圳	10:10	10:19
城际动车	始C6893	广州	肇庆	-	10:32
快速	过K1173	惠州	达州	10:17	10:37
