列车类型	车次	始发站	终到站	到站时间	发车时间
快速	过K9772	乌鲁木齐	阿克苏	1:46	2:01
快速	过K9774	阿克苏	乌鲁木齐	2:39	2:54
普客	过7556	乌鲁木齐	和田	3:08	3:26
特快	过T9518	喀什	乌鲁木齐	3:29	3:44
特快	过T269	西安	喀什	3:50	4:05
快速	过K9788	喀什	乌鲁木齐	4:37	4:57
快速	过K452	成都	喀什	4:40	5:00
特快	过T9528	和田	乌鲁木齐	6:08	6:28
城际动车	始C8104	库尔勒	乌鲁木齐	-	9:00
特快	过T270	喀什	西安	9:47	10:06
普客	过7558	和田	乌鲁木齐	10:03	10:23
快速	过K9720	和田	乌鲁木齐	11:18	11:34
城际动车	终C8102	乌鲁木齐	库尔勒	13:12	-
城际动车	始C8112	库尔勒	乌鲁木齐	-	13:42
快速	过K9718	乌鲁木齐	和田	13:52	14:07
城际动车	终C8110	乌鲁木齐	库尔勒	16:59	-
特快	过T9526	乌鲁木齐	和田	17:46	18:01
城际动车	始C8120	库尔勒	乌鲁木齐	-	18:03
快速	过K9786	乌鲁木齐	喀什	18:12	18:32
城际动车	终C8118	乌鲁木齐	库尔勒	22:04	-
快速	过K454	喀什	成都	21:47	22:07
特快	过T9516	乌鲁木齐	喀什	23:01	23:19
