列车类型	车次	始发站	终到站	到站时间	发车时间
快速	终K118	成都	北京西	5:10	-
快速	过K598	包头	广州	4:54	5:14
快速	终K590	重庆	北京西	5:18	-
快速	终K1165	长治北	北京西	5:26	-
高速动车	始G6737	北京西	邯郸东	-	5:34
快速	终K270	洛阳	北京西	5:34	-
快速	终K1364	成都	北京西	5:42	-
动车组	终D740	三明北	北京西	6:02	-
特快	终T232	西安	北京西	6:08	-
快速	终K180	郑州	北京西	6:16	-
高速动车	始G437	北京西	兰州西	-	6:26
动车组	终D930	昆明南	北京西	6:30	-
高速动车	始G6731	北京西	邯郸东	-	6:31
高速动车	始G507	北京西	汉口	-	6:36
动车组	终D922	湛江西	北京西	6:40	-
直达特快	终Z38	武昌	北京西	6:40	-
市郊动车	终S110	乔庄东	北京西	6:45	-
直达特快	终Z202	三亚	北京西	6:46	-
动车组	终D924	珠海	北京西	6:51	-
直达特快	终Z162	昆明	北京西	6:52	-
高速动车	始G89	北京西	成都东	-	6:53
城际动车	始C2701	北京西	大兴机场	-	6:56
动车组	终D902	深圳北	北京西	6:56	-
高速动车	始G651	北京西	西安北	-	6:58
直达特快	终Z20	西安	北京西	6:58	-
快速	始K269	北京西	洛阳	-	7:00
市郊动车	始S101	北京西	乔庄东	-	7:00
动车组	终D904	深圳北	北京西	7:01	-
高速动车	始G485	北京西	瑞金	-	7:03
快速	始K1163	北京西	长治北	-	7:06
快速	始K507	北京西	贵阳	-	7:12
动车组	终D910	深圳北	北京西	7:13	-
动车组	终D928	深圳北	北京西	7:18	-
市郊动车	过S103	良乡	通州	7:15	7:18
高速动车	始G601	北京西	太原南	-	7:20
高速动车	终G6708	石家庄	北京西	7:22	-
高速动车	始G71	北京西	福田	-	7:26
快速	终K90	呼和浩特	北京西	7:30	-
高速动车	终G6704	石家庄	北京西	7:36	-
高速动车	终G6702	石家庄	北京西	7:41	-
动车组	终D738	南昌	北京西	7:42	-
高速动车	始G653	北京西	西安北	-	7:43
市郊动车	过S105	良乡	乔庄东	7:38	7:48
高速动车	始G671	北京西	宝鸡南	-	7:49
旅游	始Y501	北京西	衡水	-	7:51
市郊动车	终S102	乔庄东	北京西	7:58	-
高速动车	始G403	北京西	昆明南	-	8:00
快速	始K817	北京西	成都	-	8:01
快速	终K148	阜阳	北京西	8:03	-
高速动车	始G627	北京西	运城北	-	8:05
高速动车	终G6718	石家庄	北京西	8:14	-
直达特快	终Z2	长沙	北京西	8:16	-
高速动车	始G309	北京西	重庆北	-	8:18
快速	始K21	北京西	南宁	-	8:18
直达特快	终Z44	西安	北京西	8:22	-
直达特快	终Z22	拉萨	北京西	8:28	-
高速动车	终G8954	石家庄	北京西	8:32	-
高速动车	始G529	北京西	北海	-	8:34
直达特快	终Z275	银川	北京西	8:34	-
直达特快	始Z149	北京西	贵阳	-	8:36
高速动车	始G91	北京西	太原南	-	8:40
高速动车	始G1579	北京西	襄阳东	-	8:45
快速	终K402	周口	北京西	8:46	-
城际动车	终C2702	大兴机场	北京西	8:48	-
高速动车	终G6716	石家庄	北京西	8:53	-
动车组	终D734	井冈山	北京西	8:54	-
高速动车	始G83	北京西	长沙南	-	8:55
高速动车	始G81	北京西	昆明南	-	9:00
快速	终K574	东胜西	北京西	9:01	-
高速动车	终G6706	石家庄	北京西	9:03	-
高速动车	始G421	北京西	南宁东	-	9:05
城际动车	始C2703	北京西	大兴机场	-	9:10
高速动车	始G801	北京西	商丘	-	9:15
高速动车	始G571	北京西	重庆西	-	9:22
高速动车	始G511	北京西	汉口	-	9:27
特快	终T42	西安	北京西	9:31	-
高速动车	终G602	太原南	北京西	9:35	-
特快	终T176	西宁	北京西	9:37	-
高速动车	始G307	北京西	成都东	-	9:38
高速动车	始G655	北京西	西安北	-	9:43
快速	始K147	北京西	阜阳	-	9:43
高速动车	终G6746	邢台东	北京西	9:51	-
直达特快	终Z6	南宁	北京西	9:51	-
直达特快	终Z180	乌鲁木齐	北京西	9:55	-
高速动车	终G604	太原南	北京西	9:56	-
高速动车	始G79	北京西	广州南	-	10:00
直达特快	始Z69	北京西	乌鲁木齐	-	10:00
直达特快	终Z50	成都	北京西	10:03	-
高速动车	始G405	北京西	昆明南	-	10:05
高速动车	始G603	北京西	太原南	-	10:10
直达特快	终Z4	重庆北	北京西	10:11	-
高速动车	终G1564	郑州东	北京西	10:13	-
高速动车	始G6741	北京西	邯郸东	-	10:15
高速动车	终G6732	邯郸东	北京西	10:18	-
高速动车	终G802	郑州	北京西	10:25	-
高速动车	始G605	北京西	永济北	-	10:28
快速	始K589	北京西	重庆	-	10:30
高速动车	始G65	北京西	珠海	-	10:33
高速动车	始G6701	北京西	石家庄	-	10:38
城际动车	终C2704	大兴机场	北京西	10:45	-
高速动车	始G429	北京西	兰州西	-	10:45
直达特快	终Z96	重庆西	北京西	10:51	-
高速动车	始G487	北京西	南昌西	-	10:52
高速动车	终G606	太原南	北京西	10:53	-
高速动车	终G92	太原南	北京西	11:00	-
高速动车	终G1572	周口东	北京西	11:05	-
快速	终K1072	宿松	北京西	11:06	-
动车组	终D746	厦门北	北京西	11:12	-
特快	终T10	重庆西	北京西	11:12	-
高速动车	始G607	北京西	太原南	-	11:14
城际动车	始C2707	北京西	大兴机场	-	11:15
高速动车	始G667	北京西	西安北	-	11:19
高速动车	终G630	太原南	北京西	11:22	-
特快	过T56	宝鸡	天津	10:45	11:23
高速动车	终G520	汉口	北京西	11:27	-
直达特快	始Z49	北京西	成都	-	11:28
高速动车	始G609	北京西	太原南	-	11:33
快速	始K117	北京西	成都	-	11:36
高速动车	终G681	原平西	北京西	11:41	-
高速动车	始G401	北京西	贵阳北	-	11:43
快速	终K1117	包头	北京西	11:45	-
高速动车	始G1577	北京西	阜阳西	-	11:48
直达特快	始Z35	北京西	广州	-	11:49
快速	终K1454	赣州	北京西	11:51	-
高速动车	始G659	北京西	西安北	-	11:53
直达特快	始Z161	北京西	昆明	-	11:55
高速动车	始G517	北京西	武汉	-	11:58
快速	终K268	怀化	北京西	12:00	-
快速	始K1071	北京西	宿松	-	12:10
高速动车	始G67	北京西	广州南	-	12:13
高速动车	终G6734	邯郸东	北京西	12:14	-
动车组	终D728	深圳	北京西	12:19	-
高速动车	终G1561	商丘	北京西	12:19	-
高速动车	始G611	北京西	太原南	-	12:19
普客	终6438	大涧	北京西	12:29	-
高速动车	终G562	许昌东	北京西	12:32	-
高速动车	始G491	北京西	赣州西	-	12:33
特快	终T8	成都	北京西	12:36	-
往香港直通车	始Z97	北京西	红磡	-	12:40
