列车类型	车次	始发站	终到站	到站时间	发车时间
国际联运	过004З	莫斯科-雅罗斯拉夫尔	北京	21:00	2:00
普快	终4652	呼和浩特	二连	5:26	-
特快	过T4202	包头	锡林浩特	6:50	7:15
普客	始6858	二连	呼和浩特	-	9:36
国际联运	终022	乌兰巴托	二连	10:25	-
普快	始4654	二连	呼和浩特	-	13:45
国际联运	始021	二连	乌兰巴托	-	17:10
普客	终6856	呼和浩特	二连	18:28	-
特快	过T4201	锡林浩特	包头	22:23	22:48
