列车类型	车次	始发站	终到站	到站时间	发车时间
动车组	终D8641	昆明南	玉溪	8:42	-
城际动车	过C8334	昆明	河口北	9:00	9:04
动车组	始D8642	玉溪	昆明南	-	9:05
城际动车	过C8304	昆明	蒙自	10:04	10:09
动车组	终D8645	昆明南	玉溪	10:29	-
动车组	终D8649	昆明南	玉溪	10:40	-
高速动车	始G1536	玉溪	郑州东	-	10:50
城际动车	终C8421	昆明南	玉溪	10:57	-
高速动车	始G1422	玉溪	嘉兴南	-	11:00
城际动车	过C8332	河口北	昆明	11:20	11:24
城际动车	始C8422	玉溪	昆明南	-	13:10
快速	过K9642	河口北	昆明	14:48	14:52
城际动车	过C8336	河口北	昆明	16:20	16:24
城际动车	过C8312	昆明	蒙自	16:23	16:27
快速	过K9644	昆明	河口北	16:38	16:41
城际动车	过C8310	蒙自	昆明	17:40	17:45
城际动车	终C8423	昆明南	玉溪	18:01	-
城际动车	始C8424	玉溪	昆明南	-	19:06
城际动车	过C8342	昆明	河口北	19:15	19:19
高速动车	终G1421	嘉兴南	玉溪	19:21	-
高速动车	终G1535	郑州东	玉溪	19:30	-
动车组	始D8650	玉溪	昆明南	-	19:52
动车组	始D8646	玉溪	昆明南	-	20:00
城际动车	过C8340	河口北	昆明	20:53	20:57
